currenttime,option,f,accuracy
2018-07-18 17:48:24.912664,opt1,0.9,0.6021301050028495
2018-07-18 17:50:35.276566,opt2,0.9,0.6021301050028495
2018-07-18 17:52:31.619811,opt3,0.9,0.6021301050028495
2018-07-18 17:54:40.937192,opt4,0.9,0.6021301050028495
2018-07-18 17:59:45.431958,opt1,0.567861610032174,0.6058976821991182
2018-07-18 18:02:11.063315,opt2,0.567861610032174,0.6058976821991182
2018-07-18 18:05:39.696682,opt3,0.567861610032174,0.6058976821991182
2018-07-18 18:09:02.449540,opt4,0.567861610032174,0.6058976821991182
2018-07-18 18:15:10.166238,opt1,0.35829645349814754,0.6104769859552671
2018-07-18 18:18:31.521677,opt2,0.35829645349814754,0.6104769859552671
2018-07-18 18:21:48.114427,opt3,0.35829645349814754,0.6104769859552671
2018-07-18 18:24:45.241020,opt4,0.35829645349814754,0.6104769859552671
2018-07-18 18:30:07.620911,opt1,0.2260697788358622,0.6164408940790174
2018-07-18 18:32:18.563684,opt2,0.2260697788358622,0.6164408940790174
2018-07-18 18:34:13.060380,opt3,0.2260697788358622,0.6164408940790174
2018-07-18 18:36:09.406365,opt4,0.2260697788358622,0.6164408940790174
2018-07-18 18:39:58.670718,opt1,0.14264038732150022,0.6225624847905211
2018-07-18 18:42:10.328663,opt2,0.14264038732150022,0.6225624847905211
2018-07-18 18:44:05.517199,opt3,0.14264038732150022,0.6225624847905211
2018-07-18 18:46:01.465102,opt4,0.14264038732150022,0.6225624847905211
2018-07-18 18:49:50.835644,opt1,0.09000000000000001,0.6297606508134104
2018-07-18 18:52:11.122970,opt2,0.09000000000000001,0.6297606508134104
2018-07-18 18:54:06.891762,opt3,0.09000000000000001,0.6297606508134104
2018-07-18 19:18:32.621459,opt4,0.09000000000000001,0.6297606508134104
2018-07-18 19:22:54.537392,opt1,0.0567861610032174,0.6350022513661187
2018-07-18 19:25:18.774666,opt2,0.0567861610032174,0.6350022513661187
2018-07-18 19:27:20.444592,opt3,0.0567861610032174,0.6350022513661187
2018-07-18 19:29:23.223522,opt4,0.0567861610032174,0.6350022513661187
2018-07-18 19:33:35.822075,opt1,0.035829645349814754,0.6400792031787373
2018-07-18 19:35:49.467482,opt2,0.035829645349814754,0.6400792031787373
2018-07-18 19:37:46.231205,opt3,0.035829645349814754,0.6400792031787373
2018-07-18 19:39:42.404239,opt4,0.035829645349814754,0.6400792031787373
2018-07-18 19:43:33.408796,opt1,0.022606977883586222,0.6417775222698493
2018-07-18 19:45:56.788086,opt2,0.022606977883586222,0.6417775222698493
2018-07-18 19:48:03.482340,opt3,0.022606977883586222,0.6417775222698493
2018-07-18 19:50:14.013616,opt4,0.022606977883586222,0.6417775222698493
2018-07-18 19:54:18.466344,opt1,0.014264038732150021,0.6413151196113347
2018-07-18 19:56:34.612140,opt2,0.014264038732150021,0.6413151196113347
2018-07-18 19:58:37.858910,opt3,0.014264038732150021,0.6413151196113347
2018-07-18 20:00:42.785142,opt4,0.014264038732150021,0.6413151196113347
2018-07-18 20:04:50.675057,opt1,0.009000000000000001,0.6342735041612628
2018-07-18 20:09:08.611112,opt2,0.009000000000000001,0.6342735041612628
2018-07-18 20:11:57.024517,opt3,0.009000000000000001,0.6342735041612628
2018-07-18 20:14:52.510048,opt4,0.009000000000000001,0.6342735041612628
2018-07-18 20:20:30.914339,opt1,0.00567861610032174,0.6246714181160498
2018-07-18 20:23:36.563460,opt2,0.00567861610032174,0.6246714181160498
2018-07-18 20:26:27.238746,opt3,0.00567861610032174,0.6246714181160498
2018-07-18 20:29:47.584858,opt4,0.00567861610032174,0.6246714181160498
2018-07-18 20:34:25.759780,opt1,0.0035829645349814755,0.6098261233641924
2018-07-18 20:36:54.623101,opt2,0.0035829645349814755,0.6098261233641924
2018-07-18 20:39:07.408526,opt3,0.0035829645349814755,0.6098261233641924
2018-07-18 20:41:28.254530,opt4,0.0035829645349814755,0.6098261233641924
2018-07-18 20:46:00.671701,opt1,0.002260697788358622,0.5917988848562507
2018-07-18 20:48:16.329439,opt2,0.002260697788358622,0.5194801049123257
2018-07-18 17:48:24.912664,opt5,0.9,0.6021301050028495
2018-07-18 17:59:45.431958,opt5,0.567861610032174,0.6058976821991182
2018-07-18 18:15:10.166238,opt5,0.35829645349814754,0.6104769859552671
2018-07-18 18:30:07.620911,opt5,0.2260697788358622,0.6164408940790174
2018-07-18 18:39:58.670718,opt5,0.14264038732150022,0.6225624847905211
2018-07-18 18:49:50.835644,opt5,0.09000000000000001,0.6297606508134104
2018-07-18 19:22:54.537392,opt5,0.0567861610032174,0.6350022513661187
2018-07-18 19:33:35.822075,opt5,0.035829645349814754,0.6400792031787373
2018-07-18 19:43:33.408796,opt5,0.022606977883586222,0.6417775222698493
2018-07-18 19:54:18.466344,opt5,0.014264038732150021,0.6413151196113347
2018-07-18 20:04:50.675057,opt5,0.009000000000000001,0.6342735041612628
2018-07-18 20:20:30.914339,opt5,0.00567861610032174,0.6246714181160498
2018-07-18 20:34:25.759780,opt5,0.0035829645349814755,0.6098261233641924
2018-07-18 20:46:00.671701,opt5,0.002260697788358622,0.5917988848562507
2018-07-18 21:35:18.379898,opt1,0.009,0.6358075273986359
2018-07-18 21:37:20.083520,opt2,0.009,0.6358075273986359
2018-07-18 21:39:04.236080,opt3,0.009,0.6358075273986359
